measure_date,rainfall,temperature,humidity,precipitation_type,loc_id
2020-01-17 22:00:00,0.0,-4.1,84.0,0.0,1
2020-01-17 23:00:00,0.0,-1.8,79.0,0.0,1
2020-01-18 00:00:00,0.0,1.8,54.0,0.0,1
2020-01-18 01:00:00,0.0,3.3,42.0,0.0,1
2020-01-18 02:00:00,0.0,3.9,35.0,0.0,1
2020-01-18 03:00:00,0.0,4.7,28.0,0.0,1
2020-01-18 04:00:00,0.0,5.2,28.0,0.0,1
2020-01-18 05:00:00,0.0,4.7,38.0,0.0,1
2020-01-18 06:00:00,0.0,4.2,39.0,0.0,1
2020-01-18 07:00:00,0.0,3.1,33.0,0.0,1
2020-01-18 08:00:00,0.0,0.1,48.0,0.0,1
2020-01-18 09:00:00,0.0,-0.6,61.0,0.0,1
2020-01-18 10:00:00,0.0,-0.4,62.0,0.0,1
2020-01-18 11:00:00,0.0,0.0,66.0,0.0,1
2020-01-18 12:00:00,0.0,0.0,71.0,0.0,1
2020-01-18 13:00:00,0.0,-0.9,76.0,0.0,1
2020-01-18 14:00:00,0.0,-0.3,75.0,0.0,1
2020-01-18 15:00:00,0.0,-0.6,77.0,0.0,1
2020-01-18 16:00:00,0.0,-0.5,76.0,0.0,1
2020-01-18 17:00:00,0.0,-0.4,77.0,0.0,1
2020-01-18 18:00:00,0.0,0.1,75.0,0.0,1
2020-01-18 19:00:00,0.0,0.4,75.0,0.0,1
2020-01-18 20:00:00,0.0,0.7,74.0,0.0,1
2020-01-18 21:00:00,0.0,1.1,74.0,0.0,1
2020-01-18 22:00:00,0.0,0.5,78.0,0.0,1
2020-01-18 23:00:00,0.0,2.0,73.0,0.0,1
2020-01-19 00:00:00,0.0,4.8,62.0,0.0,1
2020-01-19 01:00:00,0.0,5.6,58.0,0.0,1
2020-01-19 02:00:00,0.0,6.6,57.0,0.0,1
2020-01-19 03:00:00,0.0,6.2,56.0,0.0,1
2020-01-19 04:00:00,0.0,6.2,56.0,0.0,1
2020-01-19 05:00:00,0.0,5.3,65.0,0.0,1
